video_id,user_id,followers,duration,views,likes,comments,shares,hashtag,upload_time,engagement,like_rate,comment_rate,share_rate,upload_date,upload_weekday,cluster,is_viral
vid_521,user_274,414363,4,4104,251,31,19,education,2025-12-31,0.0733430799220273,0.06115984405458089,0.007553606237816764,0.004629629629629629,2025-12-31,Wednesday,1,0
vid_522,user_181,396358,10,8194,343,35,44,challenge,2025-05-10,0.051501098364657064,0.04185989748596534,0.004271418110812789,0.005369782767878936,2025-05-10,Saturday,1,0
vid_523,user_166,53361,20,673,57,5,5,food,2025-03-29,0.09955423476968796,0.08469539375928678,0.007429420505200594,0.007429420505200594,2025-03-29,Saturday,0,0
vid_524,user_90,22742,11,151,9,1,0,travel,2025-11-16,0.06622516556291391,0.059602649006622516,0.006622516556291391,0.0,2025-11-16,Sunday,0,0
vid_525,user_201,125004,3,1548,172,10,11,art,2025-12-06,0.12467700258397933,0.1111111111111111,0.006459948320413436,0.0071059431524547806,2025-12-06,Saturday,0,0
vid_526,user_18,154984,30,1903,369,25,8,challenge,2025-09-27,0.21124540199684708,0.19390436153441934,0.013137151865475564,0.004203888596952181,2025-09-27,Saturday,1,0
vid_527,user_38,392229,3,8639,1066,159,38,challenge,2025-12-26,0.14619747655978702,0.12339391133233013,0.018404907975460124,0.004398657251996759,2025-12-26,Friday,1,1
vid_528,user_125,221518,47,2192,394,18,16,travel,2025-12-27,0.19525547445255476,0.17974452554744524,0.008211678832116789,0.0072992700729927005,2025-12-27,Saturday,1,0
vid_529,user_172,341701,3,2501,343,11,5,lifehack,2025-05-06,0.14354258296681327,0.13714514194322272,0.004398240703718513,0.001999200319872051,2025-05-06,Tuesday,1,0
vid_530,user_140,80202,18,1051,110,6,3,fitness,2025-11-23,0.11322549952426261,0.10466222645099905,0.005708848715509039,0.0028544243577545195,2025-11-23,Sunday,0,0
vid_531,user_241,463735,3,3416,593,58,8,food,2025-07-04,0.19291569086651053,0.17359484777517564,0.016978922716627636,0.00234192037470726,2025-07-04,Friday,1,0
vid_532,user_219,4976,36,254,26,3,0,pets,2025-12-31,0.1141732283464567,0.10236220472440945,0.011811023622047244,0.0,2025-12-31,Wednesday,0,0
vid_533,user_125,484565,9,5129,904,49,13,beauty,2025-01-30,0.18834080717488788,0.17625268083447065,0.0095535192045233,0.0025346071358939366,2025-01-30,Thursday,1,0
vid_534,user_57,4019,3,356,25,1,2,challenge,2025-07-27,0.07865168539325842,0.0702247191011236,0.0028089887640449437,0.0056179775280898875,2025-07-27,Sunday,0,0
vid_535,user_147,35783,6,407,17,3,3,fashion,2025-01-08,0.056511056511056514,0.04176904176904177,0.007371007371007371,0.007371007371007371,2025-01-08,Wednesday,0,0
vid_536,user_0,332049,3,9780,1701,61,77,pets,2025-05-22,0.18803680981595092,0.17392638036809815,0.006237218813905931,0.007873210633946831,2025-05-22,Thursday,1,1
vid_537,user_189,41793,3,342,43,6,1,lifehack,2025-10-31,0.14619883040935672,0.12573099415204678,0.017543859649122806,0.0029239766081871343,2025-10-31,Friday,0,0
vid_538,user_190,130243,44,2829,509,50,27,challenge,2025-07-31,0.20714033227288794,0.17992223400494875,0.017674089784376106,0.009544008483563097,2025-07-31,Thursday,1,0
vid_539,user_116,170998,9,1930,364,5,11,challenge,2025-10-11,0.19689119170984457,0.18860103626943006,0.0025906735751295338,0.005699481865284974,2025-10-11,Saturday,0,0
vid_540,user_133,369639,23,3548,105,38,15,beauty,2025-05-12,0.044532130777903044,0.02959413754227734,0.010710259301014656,0.004227733934611048,2025-05-12,Monday,1,0
vid_541,user_57,20373,15,799,88,4,6,gaming,2025-12-22,0.12265331664580725,0.11013767209011265,0.0050062578222778474,0.007509386733416771,2025-12-22,Monday,0,0
vid_542,user_43,278622,17,1974,172,17,14,gaming,2025-11-19,0.10283687943262411,0.08713272543059777,0.008611955420466059,0.0070921985815602835,2025-11-19,Wednesday,1,0
vid_543,user_172,34628,3,1035,137,18,7,beauty,2025-04-12,0.1565217391304348,0.1323671497584541,0.017391304347826087,0.00676328502415459,2025-04-12,Saturday,0,0
vid_544,user_159,86536,4,2506,408,27,5,challenge,2025-10-10,0.17557861133280128,0.16280925778132482,0.01077414205905826,0.0019952114924181963,2025-10-10,Friday,1,0
vid_545,user_172,326334,23,1573,110,11,7,dance,2025-03-16,0.08137317228226319,0.06993006993006994,0.006993006993006993,0.004450095359186269,2025-03-16,Sunday,0,0
vid_546,user_148,257500,53,679,81,3,5,challenge,2025-04-10,0.13107511045655376,0.11929307805596466,0.004418262150220913,0.007363770250368188,2025-04-10,Thursday,0,0
vid_547,user_79,107375,5,1532,226,24,8,motivation,2025-08-20,0.16840731070496084,0.1475195822454308,0.015665796344647518,0.005221932114882507,2025-08-20,Wednesday,0,0
vid_548,user_212,346023,5,3838,169,49,26,food,2025-10-18,0.06357477853048463,0.0440333507034914,0.01276706618030224,0.006774361646690985,2025-10-18,Saturday,1,0
vid_549,user_202,268558,10,1364,227,13,8,fitness,2025-08-24,0.18181818181818182,0.16642228739002932,0.009530791788856305,0.005865102639296188,2025-08-24,Sunday,0,0
vid_550,user_251,391061,62,903,116,4,7,fitness,2025-09-26,0.1406423034330011,0.12846068660022147,0.004429678848283499,0.007751937984496124,2025-09-26,Friday,0,0
vid_551,user_228,428615,5,1770,337,13,5,funny,2025-02-24,0.20056497175141244,0.1903954802259887,0.007344632768361582,0.002824858757062147,2025-02-24,Monday,1,0
vid_552,user_163,131813,8,803,65,15,4,fitness,2025-09-11,0.10460772104607721,0.08094645080946451,0.0186799501867995,0.0049813200498132005,2025-09-11,Thursday,0,0
vid_553,user_226,258021,33,9236,364,100,15,music,2025-08-03,0.05186227804244262,0.039411000433087914,0.010827197921177999,0.0016240796881767,2025-08-03,Sunday,1,1
vid_554,user_146,95648,3,2155,239,18,15,challenge,2025-10-26,0.12621809744779583,0.11090487238979119,0.008352668213457077,0.0069605568445475635,2025-10-26,Sunday,1,0
vid_555,user_19,197589,3,1840,65,20,13,lifehack,2025-11-25,0.05326086956521739,0.035326086956521736,0.010869565217391304,0.007065217391304348,2025-11-25,Tuesday,0,0
vid_556,user_46,177018,14,2892,562,45,2,motivation,2025-11-20,0.21058091286307054,0.19432918395573998,0.015560165975103735,0.0006915629322268327,2025-11-20,Thursday,1,0
vid_557,user_232,57112,36,1605,43,11,11,fashion,2025-10-26,0.040498442367601244,0.02679127725856698,0.006853582554517134,0.006853582554517134,2025-10-26,Sunday,0,0
vid_558,user_13,228388,4,140,21,0,0,food,2025-10-23,0.15,0.15,0.0,0.0,2025-10-23,Thursday,0,0
vid_559,user_142,210884,10,2788,319,33,4,dance,2025-06-08,0.12769010043041606,0.11441893830703014,0.011836441893830704,0.0014347202295552368,2025-06-08,Sunday,1,0
vid_560,user_0,144983,9,4021,347,54,18,funny,2025-09-16,0.10420293459338473,0.08629694105943796,0.013429495150460085,0.004476498383486694,2025-09-16,Tuesday,1,0
vid_561,user_53,227959,10,1665,53,24,3,travel,2025-08-16,0.04804804804804805,0.03183183183183183,0.014414414414414415,0.0018018018018018018,2025-08-16,Saturday,0,0
vid_562,user_258,88352,15,984,129,17,4,music,2025-05-25,0.1524390243902439,0.13109756097560976,0.017276422764227643,0.0040650406504065045,2025-05-25,Sunday,0,0
vid_563,user_143,494976,10,11654,1460,93,48,lifehack,2025-03-21,0.13737772438647675,0.12527887420628112,0.007980092672043934,0.004118757508151707,2025-03-21,Friday,1,1
vid_564,user_11,63978,9,1363,96,3,10,dance,2025-02-08,0.07997065297138664,0.07043286867204696,0.0022010271460014674,0.007336757153338224,2025-02-08,Saturday,0,0
vid_565,user_223,499909,10,1799,330,34,14,education,2025-07-13,0.21011673151750973,0.18343524180100054,0.018899388549193995,0.007782101167315175,2025-07-13,Sunday,1,0
vid_566,user_271,214353,13,1706,127,15,10,funny,2025-07-16,0.08909730363423213,0.07444314185228605,0.008792497069167644,0.005861664712778429,2025-07-16,Wednesday,0,0
vid_567,user_155,41397,12,372,37,4,0,pets,2025-04-07,0.11021505376344086,0.09946236559139784,0.010752688172043012,0.0,2025-04-07,Monday,0,0
vid_568,user_7,3171,29,983,115,13,9,pets,2025-09-03,0.13936927772126145,0.11698880976602238,0.013224821973550356,0.009155645981688708,2025-09-03,Wednesday,0,0
vid_569,user_121,83843,3,1763,67,20,12,beauty,2025-11-29,0.05615428247305729,0.03800340328984685,0.011344299489506523,0.006806579693703914,2025-11-29,Saturday,0,0
vid_570,user_163,28214,27,1069,200,5,0,motivation,2025-03-17,0.19176800748362957,0.18709073900841908,0.004677268475210477,0.0,2025-03-17,Monday,0,0
vid_571,user_89,287685,28,667,58,10,5,education,2025-09-10,0.10944527736131934,0.08695652173913043,0.014992503748125937,0.0074962518740629685,2025-09-10,Wednesday,0,0
vid_572,user_135,59272,5,1470,50,23,3,dance,2025-10-05,0.05170068027210884,0.034013605442176874,0.015646258503401362,0.0020408163265306124,2025-10-05,Sunday,0,0
vid_573,user_185,154287,9,1285,115,14,7,fitness,2025-01-08,0.10583657587548638,0.08949416342412451,0.010894941634241245,0.005447470817120622,2025-01-08,Wednesday,0,0
vid_574,user_177,3798,9,598,76,6,2,music,2025-12-30,0.14046822742474915,0.12709030100334448,0.010033444816053512,0.0033444816053511705,2025-12-30,Tuesday,0,0
vid_575,user_27,491847,4,3369,378,10,15,pets,2025-07-18,0.11962006530127635,0.11219946571682991,0.0029682398337785693,0.004452359750667854,2025-07-18,Friday,1,0
vid_576,user_219,26603,8,1138,165,2,10,pets,2025-09-09,0.1555360281195079,0.14499121265377857,0.0017574692442882249,0.008787346221441126,2025-09-09,Tuesday,0,0
vid_577,user_40,116597,3,1594,47,11,7,fashion,2025-01-18,0.04077791718946048,0.029485570890840654,0.006900878293601004,0.00439146800501882,2025-01-18,Saturday,0,0
vid_578,user_227,60430,5,1426,101,9,1,dance,2025-08-30,0.07784011220196353,0.07082748948106592,0.006311360448807854,0.0007012622720897616,2025-08-30,Saturday,0,0
vid_579,user_191,44381,25,1242,207,23,11,lifehack,2025-09-10,0.19404186795491143,0.16666666666666666,0.018518518518518517,0.008856682769726247,2025-09-10,Wednesday,0,0
vid_580,user_144,227155,5,2775,95,44,25,travel,2025-01-04,0.0590990990990991,0.03423423423423423,0.015855855855855857,0.009009009009009009,2025-01-04,Saturday,1,0
vid_581,user_200,490110,26,6383,1110,86,44,fitness,2025-08-25,0.19426601911326963,0.17389942033526554,0.013473288422371926,0.006893310355632148,2025-08-25,Monday,1,0
vid_582,user_211,120667,11,2110,77,22,10,motivation,2025-06-28,0.05165876777251185,0.036492890995260666,0.01042654028436019,0.004739336492890996,2025-06-28,Saturday,0,0
vid_583,user_219,301754,32,5505,936,23,7,funny,2025-01-12,0.17547683923705723,0.17002724795640328,0.004178019981834696,0.0012715712988192551,2025-01-12,Sunday,1,0
vid_584,user_239,316059,13,10487,890,205,84,challenge,2025-10-20,0.11242490702774864,0.08486697816344045,0.01954801182416325,0.008009917040144941,2025-10-20,Monday,1,1
vid_585,user_45,439952,3,10028,1305,81,12,lifehack,2025-09-15,0.1394096529716793,0.13013562026326286,0.008077383326685282,0.0011966493817311527,2025-09-15,Monday,1,1
vid_586,user_34,75960,17,1692,80,5,1,education,2025-09-16,0.0508274231678487,0.04728132387706856,0.002955082742316785,0.000591016548463357,2025-09-16,Tuesday,0,0
vid_587,user_252,397941,3,8600,274,89,48,dance,2025-03-26,0.047790697674418604,0.03186046511627907,0.010348837209302325,0.005581395348837209,2025-03-26,Wednesday,1,1
vid_588,user_81,459972,9,1702,100,29,3,beauty,2025-10-22,0.07755581668625147,0.05875440658049354,0.017038777908343124,0.0017626321974148062,2025-10-22,Wednesday,0,0
vid_589,user_255,340180,40,2663,114,47,1,motivation,2025-11-29,0.06083364626361247,0.04280886218550507,0.01764926774314683,0.0003755163349605708,2025-11-29,Saturday,0,0
vid_590,user_196,207338,3,2179,166,2,9,education,2025-04-22,0.08122992198256081,0.07618173474070675,0.0009178522257916476,0.004130335016062414,2025-04-22,Tuesday,0,0
vid_591,user_9,10118,7,484,54,8,0,gaming,2025-07-25,0.128099173553719,0.1115702479338843,0.01652892561983471,0.0,2025-07-25,Friday,0,0
vid_592,user_285,54510,20,1843,232,11,3,gaming,2025-08-10,0.13347802495930547,0.12588171459576777,0.005968529571351058,0.0016277807921866521,2025-08-10,Sunday,0,0
vid_593,user_241,362960,32,3810,617,6,4,fashion,2025-01-18,0.16456692913385826,0.16194225721784777,0.0015748031496062992,0.0010498687664041995,2025-01-18,Saturday,1,0
vid_594,user_250,46468,17,1110,153,18,2,challenge,2025-01-13,0.15585585585585585,0.13783783783783785,0.016216216216216217,0.0018018018018018018,2025-01-13,Monday,0,0
vid_595,user_4,288400,4,4956,642,86,36,gaming,2025-09-27,0.15415657788539144,0.12953995157384987,0.01735270379338176,0.007263922518159807,2025-09-27,Saturday,1,0
vid_596,user_118,128230,17,1217,114,15,9,fashion,2025-02-10,0.11339359079704191,0.09367296631059983,0.012325390304026294,0.007395234182415777,2025-02-10,Monday,0,0
vid_597,user_288,262481,5,1607,169,19,7,education,2025-02-09,0.12134411947728686,0.10516490354698195,0.011823273179838207,0.0043559427504667085,2025-02-09,Sunday,0,0
vid_598,user_64,22387,19,429,40,7,2,travel,2025-03-30,0.11421911421911422,0.09324009324009325,0.016317016317016316,0.004662004662004662,2025-03-30,Sunday,0,0
vid_599,user_145,151788,46,1446,248,23,1,fashion,2025-04-11,0.18810511756569848,0.1715076071922545,0.01590594744121715,0.0006915629322268327,2025-04-11,Friday,0,0
vid_600,user_223,247717,19,3610,221,64,4,gaming,2025-08-07,0.08005540166204986,0.061218836565096954,0.01772853185595568,0.00110803324099723,2025-08-07,Thursday,1,0
vid_601,user_238,132283,30,1451,30,16,4,food,2025-08-03,0.03445899379738112,0.02067539627842867,0.011026878015161957,0.0027567195037904893,2025-08-03,Sunday,0,0
vid_602,user_176,362861,3,780,107,15,4,dance,2025-10-31,0.16153846153846155,0.1371794871794872,0.019230769230769232,0.005128205128205128,2025-10-31,Friday,0,0
vid_603,user_266,352265,19,4426,249,88,33,challenge,2025-01-10,0.08359692724807953,0.05625847266154541,0.019882512426570267,0.00745594215996385,2025-01-10,Friday,1,0
vid_604,user_281,98114,27,1522,274,4,9,motivation,2025-08-05,0.1885676741130092,0.1800262812089356,0.002628120893561104,0.005913272010512484,2025-08-05,Tuesday,0,0
vid_605,user_62,432017,3,4565,797,78,19,fashion,2025-05-01,0.1958378970427163,0.17458926615553122,0.017086527929901424,0.00416210295728368,2025-05-01,Thursday,1,0
vid_606,user_216,475329,31,15973,540,167,25,pets,2025-11-06,0.045827333625493016,0.03380704939585551,0.010455143053903462,0.0015651411757340512,2025-11-06,Thursday,1,1
vid_607,user_282,368705,4,3325,130,27,26,beauty,2025-06-12,0.055037593984962406,0.039097744360902256,0.0081203007518797,0.007819548872180452,2025-06-12,Thursday,1,0
vid_608,user_176,482655,16,16649,1816,210,65,travel,2025-06-01,0.12559312871643943,0.10907562015736681,0.012613370172382725,0.003904138386689891,2025-06-01,Sunday,1,1
vid_609,user_97,408024,24,2040,264,4,15,pets,2025-11-01,0.13872549019607844,0.12941176470588237,0.00196078431372549,0.007352941176470588,2025-11-01,Saturday,1,0
vid_610,user_104,459046,16,2891,200,30,15,gaming,2025-03-25,0.0847457627118644,0.06918021445866482,0.010377032168799724,0.005188516084399862,2025-03-25,Tuesday,1,0
vid_611,user_98,246736,3,4558,679,79,34,beauty,2025-07-21,0.1737604212373848,0.14896884598508117,0.01733216322948662,0.007459412022817025,2025-07-21,Monday,1,0
vid_612,user_5,3228,14,739,93,3,6,funny,2025-02-19,0.13802435723951287,0.12584573748308525,0.0040595399188092015,0.008119079837618403,2025-02-19,Wednesday,0,0
vid_613,user_196,31881,12,707,55,6,6,fitness,2025-05-29,0.09476661951909476,0.07779349363507779,0.008486562942008486,0.008486562942008486,2025-05-29,Thursday,0,0
vid_614,user_132,133298,35,1342,32,25,7,lifehack,2025-08-08,0.04769001490312966,0.02384500745156483,0.018628912071535022,0.005216095380029807,2025-08-08,Friday,0,0
vid_615,user_258,103356,8,569,88,5,3,beauty,2025-06-04,0.1687170474516696,0.1546572934973638,0.008787346221441126,0.005272407732864675,2025-06-04,Wednesday,0,0
vid_616,user_22,164776,6,1912,112,14,5,pets,2025-04-07,0.06851464435146444,0.058577405857740586,0.007322175732217573,0.002615062761506276,2025-04-07,Monday,0,0
vid_617,user_52,254342,21,3232,550,30,30,pets,2025-11-20,0.18873762376237624,0.17017326732673269,0.009282178217821782,0.009282178217821782,2025-11-20,Thursday,1,0
vid_618,user_164,419893,8,8236,787,89,39,food,2025-04-09,0.11109762020398252,0.0955560951918407,0.010806216610004856,0.00473530840213696,2025-04-09,Wednesday,1,0
vid_619,user_201,183672,16,2412,298,31,4,pets,2025-12-06,0.13805970149253732,0.12354892205638475,0.01285240464344942,0.001658374792703151,2025-12-06,Saturday,1,0
vid_620,user_82,374219,16,7220,1278,117,33,dance,2025-07-05,0.19778393351800555,0.17700831024930747,0.016204986149584488,0.004570637119113574,2025-07-05,Saturday,1,0
vid_621,user_144,176032,33,3866,678,37,6,education,2025-05-14,0.18649767201241593,0.17537506466632177,0.009570615623383343,0.0015519917227108122,2025-05-14,Wednesday,1,0
vid_622,user_84,90467,14,335,29,5,1,travel,2025-11-12,0.1044776119402985,0.08656716417910448,0.014925373134328358,0.0029850746268656717,2025-11-12,Wednesday,0,0
vid_623,user_77,189373,10,2457,141,27,14,travel,2025-12-03,0.07407407407407407,0.057387057387057384,0.01098901098901099,0.005698005698005698,2025-12-03,Wednesday,1,0
vid_624,user_0,428688,3,9015,1438,66,33,challenge,2025-05-27,0.17049362174154187,0.15951192457016083,0.007321131447587354,0.003660565723793677,2025-05-27,Tuesday,1,1
vid_625,user_50,12034,3,967,94,13,1,pets,2025-04-23,0.11168562564632885,0.09720785935884178,0.01344364012409514,0.001034126163391934,2025-04-23,Wednesday,0,0
vid_626,user_172,89362,3,1811,98,26,17,gaming,2025-01-17,0.07785753727222529,0.054113749309773605,0.01435670900055218,0.009387078961899503,2025-01-17,Friday,0,0
vid_627,user_204,192508,3,2392,437,27,18,funny,2025-02-03,0.20150501672240803,0.18269230769230768,0.0112876254180602,0.007525083612040134,2025-02-03,Monday,1,0
vid_628,user_259,83341,15,1849,102,3,15,travel,2025-03-03,0.06489994591671173,0.055164954029204974,0.0016224986479177934,0.008112493239588967,2025-03-03,Monday,0,0
vid_629,user_287,269329,20,6187,152,26,24,art,2025-07-15,0.03264910295781477,0.0245676418296428,0.004202359786649426,0.0038791013415225475,2025-07-15,Tuesday,1,0
vid_630,user_33,370,11,635,15,4,4,food,2025-03-28,0.03622047244094488,0.023622047244094488,0.006299212598425197,0.006299212598425197,2025-03-28,Friday,0,0
vid_631,user_94,496224,26,5033,664,32,25,challenge,2025-05-03,0.14325452016689846,0.1319292668388635,0.006358036956089807,0.004967216371945162,2025-05-03,Saturday,1,0
vid_632,user_71,487437,71,651,90,8,1,art,2025-09-11,0.15207373271889402,0.1382488479262673,0.01228878648233487,0.0015360983102918587,2025-09-11,Thursday,0,0
vid_633,user_38,152806,26,870,66,1,1,fitness,2025-05-07,0.07816091954022988,0.07586206896551724,0.0011494252873563218,0.0011494252873563218,2025-05-07,Wednesday,0,0
vid_634,user_153,449179,18,4036,313,61,15,gaming,2025-12-04,0.09638255698711595,0.07755203171456888,0.015113974231912785,0.0037165510406342913,2025-12-04,Thursday,1,0
vid_635,user_249,350968,11,4942,400,29,8,travel,2025-06-11,0.08842573856738163,0.08093889113719142,0.005868069607446378,0.0016187778227438284,2025-06-11,Wednesday,1,0
vid_636,user_161,415155,9,4239,603,29,42,lifehack,2025-11-12,0.1589997640953055,0.14225053078556263,0.006841236140599198,0.009907997169143666,2025-11-12,Wednesday,1,0
vid_637,user_117,226971,3,3845,117,42,3,pets,2025-06-21,0.042132639791937584,0.030429128738621587,0.01092327698309493,0.0007802340702210664,2025-06-21,Saturday,1,0
vid_638,user_258,360265,8,3888,727,19,18,gaming,2025-10-28,0.19650205761316872,0.18698559670781892,0.004886831275720165,0.004629629629629629,2025-10-28,Tuesday,1,0
vid_639,user_267,180021,36,1045,62,18,5,art,2025-11-27,0.08133971291866028,0.05933014354066986,0.01722488038277512,0.004784688995215311,2025-11-27,Thursday,0,0
vid_640,user_53,255133,25,1996,399,5,6,fashion,2025-12-25,0.20541082164328658,0.1998997995991984,0.00250501002004008,0.003006012024048096,2025-12-25,Thursday,0,0
vid_641,user_235,404036,4,4177,212,39,24,pets,2025-09-09,0.06583672492219296,0.050754129758199665,0.009336844625329183,0.005745750538664113,2025-09-09,Tuesday,1,0
vid_642,user_221,432587,9,4305,683,73,8,fashion,2025-01-09,0.17746806039488966,0.1586527293844367,0.016957026713124275,0.0018583042973286876,2025-01-09,Thursday,1,0
vid_643,user_250,479228,25,6535,393,83,51,lifehack,2025-09-08,0.08064269319051262,0.06013771996939556,0.012700841622035195,0.007804131599081867,2025-09-08,Monday,1,0
vid_644,user_111,109913,3,1130,39,7,4,funny,2025-08-27,0.04424778761061947,0.034513274336283185,0.006194690265486726,0.0035398230088495575,2025-08-27,Wednesday,0,0
vid_645,user_254,41827,7,1068,189,9,6,food,2025-02-04,0.19101123595505617,0.17696629213483145,0.008426966292134831,0.0056179775280898875,2025-02-04,Tuesday,0,0
vid_646,user_206,46300,29,164,28,2,1,motivation,2025-09-23,0.18902439024390244,0.17073170731707318,0.012195121951219513,0.006097560975609756,2025-09-23,Tuesday,0,0
vid_647,user_228,335228,8,7232,669,140,64,education,2025-04-14,0.12071349557522124,0.09250553097345132,0.019358407079646017,0.008849557522123894,2025-04-14,Monday,1,0
vid_648,user_65,367134,3,4729,692,84,39,fitness,2025-06-06,0.17234087544935503,0.14633114823429902,0.01776274053711144,0.008246986677944598,2025-06-06,Friday,1,0
vid_649,user_74,302324,12,2864,344,21,17,gaming,2025-06-23,0.13337988826815642,0.12011173184357542,0.007332402234636872,0.005935754189944134,2025-06-23,Monday,1,0
vid_650,user_102,475197,30,1333,231,26,5,fitness,2025-07-17,0.19654913728432108,0.17329332333083272,0.019504876219054765,0.0037509377344336083,2025-07-17,Thursday,1,0
vid_651,user_191,180468,13,2471,189,2,13,pets,2025-07-30,0.08255766895993524,0.0764872521246459,0.0008093889113719142,0.005261027923917442,2025-07-30,Wednesday,0,0
vid_652,user_251,395803,4,586,66,0,4,beauty,2025-08-06,0.11945392491467577,0.11262798634812286,0.0,0.006825938566552901,2025-08-06,Wednesday,0,0
vid_653,user_225,215884,7,2353,252,39,20,motivation,2025-07-20,0.1321716957076073,0.10709732256693583,0.016574585635359115,0.008499787505312367,2025-07-20,Sunday,1,0
vid_654,user_293,15266,9,934,78,4,1,dance,2025-08-21,0.08886509635974305,0.0835117773019272,0.004282655246252677,0.0010706638115631692,2025-08-21,Thursday,0,0
vid_655,user_97,346343,13,2033,366,4,8,art,2025-04-26,0.18593212001967535,0.18002951303492376,0.001967535661583866,0.003935071323167732,2025-04-26,Saturday,1,0
vid_656,user_285,3059,21,140,6,0,1,dance,2025-10-28,0.05,0.04285714285714286,0.0,0.007142857142857143,2025-10-28,Tuesday,0,0
vid_657,user_248,352098,3,1292,60,11,5,challenge,2025-03-18,0.058823529411764705,0.04643962848297214,0.008513931888544891,0.003869969040247678,2025-03-18,Tuesday,0,0
vid_658,user_165,160449,33,3002,371,44,10,lifehack,2025-08-06,0.14157228514323783,0.12358427714856762,0.014656895403064623,0.0033311125916055963,2025-08-06,Wednesday,1,0
vid_659,user_29,145331,3,3048,421,39,13,travel,2025-02-22,0.15518372703412073,0.1381233595800525,0.012795275590551181,0.00426509186351706,2025-02-22,Saturday,1,0
vid_660,user_246,179565,7,2208,121,12,13,travel,2025-03-25,0.0661231884057971,0.05480072463768116,0.005434782608695652,0.00588768115942029,2025-03-25,Tuesday,0,0
vid_661,user_105,15079,3,957,86,10,9,travel,2025-09-15,0.109717868338558,0.08986415882967608,0.01044932079414838,0.009404388714733543,2025-09-15,Monday,0,0
vid_662,user_50,460879,7,12411,2362,230,64,gaming,2025-05-12,0.2140037063894932,0.19031504310692127,0.01853194746595762,0.005156715816614294,2025-05-12,Monday,1,1
vid_663,user_80,210565,11,636,40,10,1,fashion,2025-07-18,0.08018867924528301,0.06289308176100629,0.015723270440251572,0.0015723270440251573,2025-07-18,Friday,0,0
vid_664,user_132,188119,11,1657,232,11,3,dance,2025-10-02,0.14846107423053712,0.140012070006035,0.006638503319251659,0.0018105009052504525,2025-10-02,Thursday,0,0
vid_665,user_284,364365,3,5520,845,108,4,beauty,2025-12-21,0.1733695652173913,0.15307971014492755,0.01956521739130435,0.0007246376811594203,2025-12-21,Sunday,1,0
vid_666,user_137,114506,16,1192,119,17,6,music,2025-03-24,0.11912751677852348,0.09983221476510067,0.014261744966442953,0.0050335570469798654,2025-03-24,Monday,0,0
vid_667,user_183,324753,3,6094,1150,13,34,travel,2025-09-06,0.19642271086314408,0.1887102067607483,0.002133245815556285,0.005579258286839514,2025-09-06,Saturday,1,0
vid_668,user_272,327086,22,1393,212,2,3,fashion,2025-03-10,0.15577889447236182,0.15218951902368988,0.0014357501794687725,0.0021536252692031586,2025-03-10,Monday,0,0
vid_669,user_68,332603,44,2288,234,9,16,motivation,2025-05-22,0.1131993006993007,0.10227272727272728,0.003933566433566434,0.006993006993006993,2025-05-22,Thursday,1,0
vid_670,user_33,401901,6,2055,251,30,15,pets,2025-05-20,0.1440389294403893,0.12214111922141119,0.014598540145985401,0.0072992700729927005,2025-05-20,Tuesday,1,0
vid_671,user_261,295259,11,1756,254,7,5,food,2025-12-06,0.15148063781321183,0.14464692482915717,0.003986332574031891,0.0028473804100227792,2025-12-06,Saturday,0,0
vid_672,user_52,242521,7,3098,392,33,11,gaming,2025-10-01,0.1407359586830213,0.1265332472562944,0.01065203357004519,0.0035506778566817302,2025-10-01,Wednesday,1,0
vid_673,user_204,382738,3,5375,957,14,53,art,2025-09-14,0.19051162790697673,0.17804651162790697,0.0026046511627906975,0.00986046511627907,2025-09-14,Sunday,1,0
vid_674,user_125,369534,7,1426,120,26,5,education,2025-12-29,0.105890603085554,0.08415147265077139,0.0182328190743338,0.0035063113604488078,2025-12-29,Monday,0,0
vid_675,user_234,33833,24,163,12,1,1,dance,2025-01-04,0.08588957055214724,0.0736196319018405,0.006134969325153374,0.006134969325153374,2025-01-04,Saturday,0,0
vid_676,user_42,34202,14,525,30,9,2,fashion,2025-09-25,0.07809523809523809,0.05714285714285714,0.017142857142857144,0.0038095238095238095,2025-09-25,Thursday,0,0
vid_677,user_239,58791,3,1887,50,35,15,fashion,2025-12-23,0.052994170641229466,0.026497085320614733,0.018547959724430314,0.00794912559618442,2025-12-23,Tuesday,0,0
vid_678,user_110,369243,28,7558,209,8,58,music,2025-12-01,0.03638528711299285,0.02765281820587457,0.0010584810796507012,0.007673987827467584,2025-12-01,Monday,1,0
vid_679,user_248,444768,11,13706,2420,134,93,fashion,2025-11-04,0.19312709762147964,0.17656500802568217,0.009776740113818766,0.006785349481978695,2025-11-04,Tuesday,1,1
vid_680,user_150,29142,28,678,96,0,5,funny,2025-12-21,0.14896755162241887,0.1415929203539823,0.0,0.007374631268436578,2025-12-21,Sunday,0,0
vid_681,user_182,148775,13,799,110,14,7,music,2025-03-31,0.1639549436795995,0.1376720901126408,0.017521902377972465,0.008760951188986232,2025-03-31,Monday,0,0
vid_682,user_94,491265,12,2920,381,31,17,art,2025-01-15,0.14691780821917808,0.13047945205479453,0.010616438356164383,0.0058219178082191785,2025-01-15,Wednesday,1,0
vid_683,user_7,230686,3,2063,356,5,5,food,2025-05-16,0.17741153659718856,0.17256422685409598,0.0024236548715462916,0.0024236548715462916,2025-05-16,Friday,0,0
